student_id,age,sex,address,famsize,Pstatus,Medu,Fedu,studytime,failures,schoolsup,famsup,paid,activities,internet,romantic,famrel,freetime,goout,health,absences,teacher_id,school_id,math_score
252,18,M,U,GT3,T,3,0,2,0,no,yes,no,no,yes,no,4,3,1,4,8,16,10,20.0
253,18,F,U,GT3,T,3,2,1,1,no,yes,yes,no,yes,no,4,1,3,5,5,37,10,18.81
254,17,M,U,LE3,T,3,1,2,1,yes,no,yes,no,no,yes,4,5,1,4,4,38,5,20.0
255,15,F,R,GT3,T,4,2,2,2,no,yes,no,yes,yes,yes,3,4,2,4,1,36,5,20.0
256,17,F,U,LE3,T,0,2,2,0,yes,no,no,no,yes,no,2,3,3,2,6,46,4,20.0
257,15,M,R,GT3,T,1,4,2,1,no,no,no,no,yes,no,5,2,2,4,1,29,2,20.0
258,19,F,R,GT3,T,4,3,1,0,no,no,no,no,yes,yes,5,2,5,4,5,35,9,20.0
259,16,M,U,LE3,T,2,3,3,1,no,no,no,no,yes,no,3,3,5,5,2,49,10,20.0
260,16,M,U,GT3,T,3,3,3,0,no,no,no,no,yes,no,4,5,3,3,6,37,10,20.0
261,16,F,U,GT3,T,3,1,2,0,yes,yes,yes,no,yes,yes,4,5,4,4,3,21,10,20.0
262,17,M,U,LE3,T,3,3,1,0,no,yes,no,no,yes,no,4,5,3,3,6,21,10,20.0
263,19,F,R,LE3,T,4,2,3,0,no,no,yes,yes,no,yes,4,5,4,4,3,28,3,20.0
264,15,F,R,GT3,T,4,3,4,1,no,yes,no,no,yes,no,1,5,4,5,6,6,3,20.0
265,18,M,U,GT3,T,3,2,2,1,yes,no,yes,yes,yes,yes,4,4,1,4,5,20,3,20.0
266,15,M,U,GT3,T,2,4,2,1,no,yes,no,yes,yes,no,2,3,4,4,1,36,8,20.0
267,18,M,R,LE3,T,4,2,1,0,no,no,yes,no,yes,no,4,4,4,4,3,13,6,20.0
268,15,M,U,LE3,T,0,2,2,1,no,yes,yes,yes,no,no,5,3,3,2,3,40,1,20.0
269,19,F,R,GT3,T,1,4,1,0,no,yes,yes,no,yes,no,4,3,5,4,2,11,3,20.0
270,18,F,U,LE3,T,4,0,2,2,no,yes,no,yes,yes,no,2,3,5,4,4,24,4,19.73
271,17,M,U,LE3,T,2,3,3,2,no,no,no,yes,yes,yes,5,4,3,4,2,19,2,20.0
272,15,F,U,LE3,T,1,3,2,0,no,no,no,yes,yes,no,5,3,4,5,4,23,6,20.0
273,15,F,U,GT3,T,1,3,2,1,no,yes,no,yes,yes,no,5,3,5,5,4,31,10,20.0
274,18,F,U,GT3,A,4,4,2,0,yes,no,no,no,yes,no,4,4,3,5,0,37,1,20.0
275,17,F,U,GT3,T,3,4,2,0,no,yes,no,yes,no,yes,3,5,3,5,4,37,1,20.0
276,17,M,U,GT3,T,3,0,1,0,no,yes,no,yes,no,yes,5,4,2,5,2,3,8,20.0
277,19,M,R,GT3,T,1,3,1,0,yes,yes,yes,yes,yes,no,4,5,5,4,3,34,4,20.0
278,17,F,R,GT3,A,3,3,3,1,yes,yes,yes,yes,yes,no,5,3,4,2,3,29,1,20.0
279,17,M,U,LE3,A,3,3,1,0,no,yes,no,no,yes,no,3,3,2,4,2,3,7,20.0
280,17,M,U,GT3,T,2,1,3,0,yes,yes,no,yes,yes,no,3,4,5,5,0,15,9,20.0
281,16,M,U,GT3,T,2,3,4,0,no,no,no,no,yes,yes,5,4,4,1,1,7,10,20.0
282,19,F,U,GT3,T,1,4,2,1,yes,no,no,no,yes,no,4,4,5,2,5,3,7,18.88
283,15,F,U,GT3,T,4,4,2,2,no,yes,yes,no,yes,no,2,4,1,2,4,47,1,20.0
284,18,F,U,GT3,T,3,2,2,1,yes,yes,no,no,yes,no,3,4,3,4,2,43,1,20.0
285,15,M,U,LE3,T,4,0,3,1,yes,yes,no,yes,no,yes,4,5,4,4,1,16,1,20.0
286,19,F,U,GT3,T,2,2,4,0,no,yes,no,yes,no,yes,1,3,3,4,1,45,8,20.0
287,18,F,U,GT3,T,3,3,3,0,no,yes,no,no,yes,yes,4,3,4,2,3,34,7,20.0
288,19,M,U,GT3,A,3,3,1,0,yes,yes,no,no,no,no,4,4,4,4,3,20,3,20.0
289,17,F,R,GT3,T,3,2,3,0,no,no,no,no,yes,yes,5,2,3,3,3,44,3,20.0
290,18,F,U,GT3,T,4,0,2,1,no,no,yes,no,yes,yes,4,3,4,3,5,39,3,20.0
291,17,M,U,LE3,T,2,2,2,0,no,yes,yes,yes,yes,no,5,3,2,4,4,33,2,20.0
292,15,M,U,GT3,T,1,2,1,1,no,yes,no,yes,yes,yes,3,3,3,4,3,14,4,14.27
293,15,M,U,LE3,T,3,4,1,0,no,yes,no,no,no,yes,4,2,1,4,0,42,7,20.0
294,18,F,R,GT3,T,3,3,3,0,no,no,yes,no,yes,yes,2,1,3,4,7,35,9,20.0
295,18,F,U,GT3,A,3,2,2,0,no,yes,no,yes,no,yes,4,4,3,3,3,11,3,20.0
296,19,F,R,GT3,T,1,3,2,1,yes,yes,no,no,yes,no,5,4,4,5,4,20,10,20.0
297,19,M,U,GT3,T,3,0,2,1,no,no,no,yes,yes,no,5,4,4,3,4,30,7,19.7
298,17,M,U,GT3,T,2,4,3,2,no,yes,yes,yes,yes,no,4,4,3,3,4,28,4,20.0
299,18,F,R,LE3,T,2,2,3,0,no,yes,no,no,yes,no,4,2,4,5,1,15,1,20.0
300,15,F,U,GT3,T,3,2,2,3,no,yes,no,no,yes,no,5,3,1,4,4,38,5,17.03
301,19,M,U,LE3,T,3,2,1,0,no,yes,no,no,yes,no,5,2,2,3,3,50,8,20.0
302,19,M,U,GT3,T,1,3,2,0,no,yes,no,yes,yes,yes,5,5,4,2,4,13,3,20.0
303,15,M,U,LE3,T,2,3,4,3,no,yes,yes,yes,yes,yes,4,4,4,5,2,47,10,20.0
304,19,M,R,LE3,T,2,3,2,0,no,yes,no,no,yes,no,5,3,4,5,5,35,4,20.0
305,17,F,U,GT3,T,1,2,2,1,no,yes,yes,yes,yes,yes,3,3,3,3,3,47,3,17.78
306,18,M,U,LE3,T,3,2,2,0,no,no,yes,no,yes,yes,3,5,4,4,1,24,10,20.0
307,15,F,U,GT3,T,4,1,2,0,no,yes,no,no,yes,no,2,4,4,2,4,1,8,19.46
308,18,F,U,GT3,T,2,3,3,2,yes,yes,no,no,yes,no,3,5,5,4,6,42,10,20.0
309,19,F,U,LE3,T,3,0,2,0,no,no,no,yes,no,yes,5,3,2,1,1,24,8,19.29
310,19,M,U,GT3,T,4,3,1,1,no,no,yes,no,yes,yes,5,3,4,4,3,27,4,19.75
311,15,M,U,LE3,T,3,4,1,0,no,no,no,yes,yes,no,5,4,4,2,2,18,2,20.0
312,17,M,R,LE3,T,1,4,2,1,yes,yes,no,yes,no,no,4,4,5,4,6,26,3,19.27
313,16,M,U,GT3,A,4,2,4,0,no,yes,no,yes,no,yes,4,4,2,4,1,29,3,20.0
314,15,F,U,LE3,A,2,2,2,0,no,no,no,yes,no,no,4,4,3,4,4,8,4,20.0
315,16,M,R,GT3,T,2,0,3,0,no,no,no,no,yes,no,4,4,3,1,2,44,2,20.0
316,16,M,U,LE3,T,0,3,3,0,no,yes,no,yes,yes,no,5,4,3,4,5,26,2,20.0
317,17,F,U,LE3,T,2,3,2,2,no,no,yes,yes,yes,yes,4,3,2,5,2,5,3,19.94
318,16,M,U,GT3,T,1,1,1,0,yes,yes,yes,no,yes,yes,4,3,1,4,1,33,1,20.0
319,16,F,U,GT3,T,1,2,1,0,yes,no,yes,yes,no,no,4,5,4,4,2,40,8,18.71
320,17,F,U,LE3,T,2,3,3,0,no,no,no,no,yes,no,5,3,3,4,5,5,6,20.0
321,16,F,R,GT3,T,3,4,1,0,no,no,no,yes,yes,yes,3,4,2,4,2,49,3,20.0
322,16,F,U,LE3,T,4,1,2,1,yes,no,no,yes,yes,no,4,4,3,4,2,47,1,20.0
323,16,F,U,GT3,T,2,3,2,3,yes,no,yes,no,yes,yes,5,5,1,5,3,36,3,17.5
324,15,F,R,GT3,T,4,1,3,0,yes,yes,yes,yes,yes,yes,4,3,5,2,4,13,1,20.0
325,15,F,U,GT3,T,4,1,1,2,no,yes,yes,no,yes,no,5,3,4,1,2,17,3,16.17
326,15,F,U,GT3,T,3,4,2,0,yes,yes,yes,yes,no,yes,3,5,4,4,4,13,4,20.0
327,17,M,U,GT3,T,1,3,2,0,no,yes,no,yes,no,no,4,5,3,5,4,25,6,20.0
328,19,M,R,GT3,A,3,3,2,1,no,no,no,yes,yes,no,5,4,5,5,3,2,7,20.0
329,16,M,U,GT3,T,4,0,3,0,yes,yes,no,yes,yes,no,4,4,3,4,7,24,7,20.0
330,16,M,U,GT3,T,3,3,1,1,no,yes,no,yes,yes,no,4,3,4,4,0,36,9,20.0
331,17,F,U,LE3,T,2,2,3,2,yes,yes,no,no,yes,no,3,4,3,4,4,25,8,20.0
332,16,M,U,GT3,A,3,2,3,0,no,no,no,yes,no,yes,3,5,4,4,5,34,4,20.0
333,15,F,U,GT3,T,3,3,2,2,yes,yes,yes,yes,yes,no,4,5,4,4,3,12,6,19.46
334,19,M,U,GT3,T,3,0,3,1,no,yes,no,yes,yes,no,2,2,3,5,0,19,1,20.0
335,18,M,R,GT3,T,1,3,2,0,no,yes,no,no,yes,yes,5,3,2,4,5,50,8,20.0
336,16,M,U,GT3,T,2,3,1,1,yes,no,no,no,yes,yes,5,4,4,4,4,42,6,15.92
337,15,F,U,LE3,T,3,1,3,0,yes,yes,yes,no,yes,yes,3,5,3,4,1,30,2,20.0
338,18,M,R,LE3,T,4,1,2,3,no,no,yes,no,yes,no,4,4,1,4,0,37,8,19.02
339,19,F,R,GT3,T,1,1,3,1,yes,yes,yes,yes,yes,no,4,3,3,4,3,43,4,20.0
340,18,F,U,GT3,T,4,0,2,0,no,yes,no,yes,yes,no,3,1,3,4,4,1,9,20.0
341,15,M,U,GT3,A,2,3,4,0,no,no,no,no,yes,no,3,4,4,1,4,3,4,20.0
342,18,M,U,GT3,T,3,3,2,1,no,yes,no,no,no,no,4,2,1,3,1,49,1,20.0
343,17,M,R,GT3,T,3,0,1,0,no,yes,no,yes,yes,no,4,5,3,4,2,26,7,20.0
344,18,F,R,GT3,T,3,0,2,0,no,yes,yes,yes,yes,no,4,4,4,5,1,15,10,20.0
345,16,M,U,LE3,T,4,3,3,0,no,yes,no,no,yes,no,4,4,4,3,1,46,5,20.0
346,16,F,R,LE3,A,2,3,3,0,no,yes,no,no,yes,no,5,3,3,4,0,47,10,20.0
347,17,F,U,GT3,T,4,2,2,0,yes,yes,no,yes,yes,no,5,5,4,3,4,48,5,20.0
348,15,M,U,GT3,T,1,2,3,0,yes,yes,no,no,no,no,4,3,3,2,3,28,4,20.0
349,16,M,U,LE3,T,3,3,2,0,no,yes,yes,yes,yes,no,5,3,3,5,1,4,6,20.0
350,19,F,R,GT3,T,3,2,2,1,no,no,yes,yes,yes,no,3,5,5,5,5,19,1,20.0
351,16,F,U,GT3,T,3,0,3,0,no,no,no,yes,yes,no,5,5,5,2,5,24,3,20.0
352,16,F,R,GT3,T,2,3,3,0,yes,yes,no,yes,yes,no,4,5,3,4,3,40,7,20.0
353,15,M,R,GT3,T,4,3,3,0,no,yes,no,yes,yes,no,5,3,2,3,7,6,8,20.0
354,18,F,R,GT3,A,1,3,3,0,yes,yes,no,no,no,no,4,2,3,5,1,16,9,20.0
355,16,M,U,LE3,T,0,3,1,0,yes,yes,no,yes,yes,no,3,1,1,3,3,32,1,20.0
356,17,F,U,GT3,T,3,3,3,0,no,yes,no,no,yes,yes,4,3,1,3,5,30,4,20.0
357,18,F,U,GT3,T,2,1,2,0,yes,yes,no,yes,yes,yes,4,4,3,4,2,35,2,20.0
358,19,M,U,LE3,T,3,2,1,1,no,yes,no,yes,yes,no,4,3,5,5,2,8,2,20.0
359,15,F,U,GT3,T,2,1,2,1,no,yes,yes,no,yes,no,4,4,5,3,2,5,1,18.98
360,19,M,R,GT3,T,1,1,2,1,no,yes,no,no,yes,no,5,3,3,4,5,37,5,20.0
361,18,M,U,GT3,T,3,3,2,1,no,no,no,no,yes,no,4,3,4,2,2,12,2,20.0
362,18,F,U,GT3,T,3,4,2,1,yes,yes,no,no,yes,no,4,5,1,5,1,25,4,20.0
363,18,M,U,LE3,T,1,4,1,0,yes,no,no,yes,yes,yes,3,3,2,2,3,33,9,20.0
364,19,M,U,GT3,A,3,3,2,1,no,no,no,yes,yes,yes,5,3,1,5,3,39,3,20.0
365,18,F,U,GT3,T,3,1,2,0,no,yes,no,no,yes,no,5,3,4,4,1,24,8,20.0
366,19,M,U,GT3,T,3,1,2,1,no,yes,yes,no,yes,yes,5,2,2,4,5,11,10,20.0
367,18,M,R,LE3,T,2,3,2,1,yes,yes,no,no,yes,no,3,4,5,5,2,42,6,20.0
368,17,M,U,GT3,T,3,3,3,0,no,yes,no,no,yes,no,4,3,4,5,4,35,10,20.0
369,18,F,R,GT3,T,3,3,3,0,no,yes,no,no,yes,no,2,4,2,4,5,40,5,20.0
370,19,M,R,LE3,T,3,3,3,0,no,no,yes,yes,yes,no,4,5,2,2,4,1,2,20.0
371,16,F,U,LE3,T,1,3,2,1,no,yes,yes,no,no,no,2,4,4,4,5,8,3,19.89
372,18,F,R,GT3,T,3,3,3,1,yes,yes,yes,no,yes,yes,4,1,5,4,4,23,8,20.0
373,16,M,U,GT3,T,3,0,1,2,yes,no,no,no,yes,no,4,4,4,4,4,20,9,15.79
374,17,M,R,GT3,T,3,3,1,0,no,no,yes,yes,yes,no,4,2,3,4,2,32,7,20.0
375,15,M,U,GT3,T,2,4,2,1,no,yes,no,yes,yes,yes,4,4,4,1,6,11,1,19.89
376,17,F,R,GT3,T,4,2,3,0,yes,no,yes,yes,yes,yes,5,4,3,4,0,7,6,20.0
377,18,M,R,GT3,T,3,3,2,2,no,yes,yes,yes,yes,yes,2,3,5,4,1,30,7,19.25
378,16,M,R,LE3,T,1,2,1,0,yes,yes,yes,no,yes,yes,5,5,4,2,0,48,6,17.44
379,16,M,R,GT3,T,2,4,1,0,yes,yes,yes,yes,yes,no,3,5,4,4,2,39,10,20.0
380,19,M,U,LE3,T,4,0,3,0,no,yes,no,yes,yes,no,1,5,3,4,1,13,2,20.0
381,16,M,U,GT3,T,0,3,3,1,yes,no,no,yes,yes,no,3,3,4,4,2,42,9,20.0
382,19,F,U,LE3,T,4,1,2,3,no,yes,no,no,yes,no,5,4,3,2,8,49,3,18.2
383,15,F,U,LE3,T,3,3,2,0,no,yes,yes,no,yes,no,4,5,1,4,5,3,6,20.0
384,18,M,U,GT3,T,3,1,2,0,yes,yes,yes,yes,yes,yes,5,3,3,3,2,7,6,20.0
385,19,M,U,LE3,T,2,1,3,2,yes,yes,no,yes,yes,no,4,5,5,4,1,43,8,20.0
386,15,M,R,GT3,T,1,2,2,0,no,yes,no,yes,yes,no,1,1,4,5,2,13,4,19.33
387,16,M,U,LE3,T,4,4,3,1,yes,yes,yes,no,yes,no,4,1,1,4,5,37,6,20.0
388,16,F,R,GT3,T,2,1,2,0,no,no,no,yes,yes,no,2,4,5,2,5,25,1,20.0
389,15,M,U,GT3,T,3,1,3,0,no,yes,no,no,yes,no,5,4,3,4,2,23,9,20.0
390,16,F,R,LE3,T,2,3,1,1,no,yes,yes,yes,no,yes,3,4,2,5,4,47,9,18.05
391,15,F,R,LE3,A,1,3,2,1,no,yes,no,yes,yes,no,3,5,3,3,1,33,7,18.04
392,19,M,U,GT3,T,0,4,2,0,yes,yes,yes,no,yes,no,5,2,4,5,1,5,1,20.0
393,19,F,U,GT3,T,3,1,2,0,yes,yes,no,yes,yes,yes,5,3,3,4,1,32,3,20.0
394,15,F,R,GT3,T,4,3,1,1,yes,no,yes,no,yes,no,4,5,3,5,5,30,5,20.0
395,19,F,U,GT3,T,2,1,3,0,no,no,no,yes,yes,no,5,3,4,3,2,31,4,20.0
396,19,F,U,GT3,T,2,1,2,2,no,yes,yes,no,yes,yes,3,4,3,3,4,13,5,18.68
397,19,M,U,LE3,T,2,3,3,0,yes,yes,no,no,yes,no,5,4,4,5,4,42,7,20.0
398,17,M,U,GT3,T,3,3,3,0,yes,no,yes,no,no,yes,4,2,2,4,5,5,9,20.0
399,18,F,U,GT3,T,2,3,2,2,no,yes,no,yes,yes,no,3,3,4,2,4,23,1,20.0
400,16,M,U,GT3,T,4,2,3,1,no,yes,no,yes,yes,yes,3,4,4,4,3,1,5,20.0
401,17,M,U,GT3,A,3,2,3,0,no,yes,no,yes,yes,no,2,5,4,2,3,10,3,20.0
402,19,M,U,GT3,T,3,2,2,1,no,no,no,no,no,yes,4,4,3,5,3,50,3,20.0
403,15,M,R,GT3,A,1,4,3,0,no,yes,no,no,no,yes,3,4,4,4,5,27,2,20.0
404,19,M,U,GT3,T,4,2,2,0,no,no,yes,yes,yes,yes,4,4,1,5,4,8,6,20.0
405,18,F,R,GT3,T,1,2,2,3,no,no,yes,yes,yes,no,5,3,5,5,3,3,6,18.42
406,19,M,U,GT3,T,0,2,3,1,no,yes,no,yes,yes,no,1,2,1,2,2,19,3,20.0
407,15,M,U,LE3,T,3,3,2,1,no,no,yes,yes,yes,no,4,3,2,4,4,2,1,19.61
408,18,M,U,LE3,T,3,2,2,0,yes,no,no,yes,yes,no,4,1,4,5,5,49,7,20.0
409,19,M,U,GT3,A,2,4,2,0,yes,yes,yes,yes,yes,no,5,3,4,4,1,31,2,20.0
410,18,F,U,GT3,A,2,2,3,0,no,yes,no,no,no,yes,4,3,1,5,5,48,8,20.0
411,16,F,U,LE3,T,3,4,4,0,no,yes,no,no,yes,no,4,3,5,4,5,10,3,20.0
412,16,F,U,LE3,T,1,1,2,1,no,yes,no,no,yes,yes,4,1,5,1,2,16,1,17.64
413,19,F,U,LE3,T,3,3,3,0,yes,yes,no,yes,yes,no,3,4,4,5,2,37,10,20.0
414,18,M,U,LE3,A,3,4,4,1,no,yes,yes,no,yes,no,2,4,3,2,2,20,9,20.0
415,15,F,U,GT3,T,2,1,1,0,no,yes,no,no,yes,no,4,2,4,2,2,3,5,17.53
416,19,M,U,GT3,T,2,4,2,0,yes,no,yes,yes,yes,yes,2,5,3,4,4,35,1,20.0
417,16,M,R,GT3,T,2,2,3,0,no,yes,no,no,yes,no,4,2,3,5,3,34,10,20.0
418,16,M,U,GT3,T,3,4,3,0,no,yes,no,yes,yes,yes,3,5,5,4,1,21,6,20.0
419,19,M,U,LE3,A,3,3,3,0,no,yes,no,yes,yes,yes,4,1,5,3,5,36,10,20.0
420,18,M,R,LE3,T,2,2,2,3,no,yes,yes,yes,yes,yes,2,5,5,4,2,32,3,13.12
421,16,F,U,GT3,T,3,1,1,0,no,yes,yes,yes,yes,no,5,1,3,3,3,18,4,20.0
422,18,F,U,GT3,T,4,2,2,2,no,yes,yes,no,yes,no,5,4,2,3,0,34,8,20.0
423,16,F,R,GT3,T,2,0,2,0,no,yes,yes,yes,yes,yes,3,3,3,3,1,38,5,20.0
424,16,F,U,LE3,T,4,1,2,3,no,no,yes,yes,yes,yes,3,4,3,4,3,3,6,15.86
425,17,M,U,GT3,T,2,1,3,0,no,no,no,yes,yes,no,4,3,3,5,2,3,10,20.0
426,16,F,U,GT3,T,0,2,1,2,no,yes,yes,no,yes,no,2,2,3,3,2,27,4,13.88
427,15,M,U,GT3,A,1,3,3,0,yes,no,no,yes,no,yes,4,4,4,3,3,2,6,20.0
428,19,F,U,GT3,T,2,1,2,1,no,no,no,no,no,yes,3,2,4,5,2,3,3,20.0
429,19,M,U,GT3,T,1,1,2,2,no,yes,no,no,yes,no,5,5,4,4,3,17,10,18.5
430,18,M,U,GT3,A,0,3,1,0,no,no,yes,yes,no,no,5,2,4,5,5,46,1,17.88
431,16,F,U,LE3,T,4,1,2,0,no,no,yes,yes,no,no,4,4,1,3,3,39,6,20.0
432,15,M,R,LE3,T,3,0,1,0,yes,yes,no,no,no,no,4,4,1,2,5,38,1,17.58
433,18,M,R,LE3,T,3,1,4,2,no,yes,yes,yes,yes,yes,5,3,4,4,4,40,10,20.0
434,17,F,U,GT3,T,1,4,3,0,yes,yes,no,yes,yes,yes,5,3,3,4,4,19,3,20.0
435,18,M,U,GT3,T,1,3,2,0,yes,yes,yes,no,yes,yes,5,4,4,4,4,19,8,20.0
436,18,F,U,GT3,A,0,2,2,0,no,no,no,yes,yes,yes,2,4,1,4,2,44,7,19.07
437,16,F,U,LE3,T,3,3,4,0,yes,yes,no,yes,yes,no,3,5,3,3,2,5,8,20.0
438,17,F,U,GT3,T,4,3,2,1,no,no,no,yes,yes,no,4,3,4,4,5,5,10,20.0
439,18,M,U,GT3,T,2,3,1,0,no,no,yes,yes,yes,no,4,4,5,4,5,14,10,20.0
440,15,M,R,GT3,T,1,3,2,1,no,no,yes,no,yes,yes,1,3,5,4,1,27,2,16.95
441,15,M,U,GT3,T,3,3,4,2,no,no,no,no,yes,no,2,3,3,4,3,49,10,20.0
442,19,F,U,GT3,T,2,2,1,0,yes,yes,no,no,yes,no,5,4,3,4,8,48,7,20.0
443,17,M,U,GT3,T,2,0,2,1,yes,yes,yes,no,no,yes,5,3,4,3,3,36,4,18.7
444,17,F,U,LE3,T,3,2,4,0,no,no,yes,yes,yes,no,4,3,3,3,6,40,1,20.0
445,19,F,R,GT3,A,3,4,1,1,no,yes,yes,yes,yes,yes,5,3,3,4,1,35,3,20.0
446,18,M,R,LE3,T,1,3,1,0,no,yes,no,yes,yes,yes,4,4,5,1,3,21,5,18.39
447,17,F,R,LE3,T,0,3,2,1,no,no,yes,yes,yes,no,5,5,4,4,2,5,10,18.53
448,15,M,U,LE3,T,4,4,3,0,yes,no,no,no,yes,no,4,4,5,5,1,24,8,20.0
449,15,M,U,GT3,T,1,1,2,0,no,yes,no,no,no,yes,2,4,2,4,2,39,2,20.0
450,16,M,U,GT3,T,0,3,4,0,no,no,no,yes,yes,yes,4,4,3,1,3,50,2,20.0
451,17,M,U,GT3,T,1,3,3,0,yes,no,no,yes,yes,no,4,4,4,5,4,24,8,20.0
452,18,M,U,LE3,T,0,4,1,1,yes,yes,no,yes,yes,no,4,2,2,3,2,40,9,19.34
453,19,F,R,GT3,T,2,4,4,0,yes,yes,no,yes,yes,no,2,2,4,2,2,43,10,20.0
454,19,F,U,GT3,A,3,3,2,1,yes,no,yes,yes,yes,yes,5,1,2,4,3,46,1,20.0
455,18,F,U,GT3,A,2,1,2,0,no,yes,no,no,yes,yes,3,4,4,4,5,50,2,20.0
456,16,M,U,GT3,A,2,3,2,1,yes,yes,no,no,yes,yes,3,5,4,3,3,13,4,19.83
457,19,M,U,LE3,T,3,1,2,0,yes,yes,no,no,yes,yes,4,3,2,4,3,38,3,20.0
458,17,M,U,GT3,T,3,3,1,0,yes,no,no,yes,yes,yes,4,3,3,4,2,45,1,20.0
459,16,F,R,GT3,T,4,4,1,0,no,yes,yes,yes,yes,yes,4,5,4,2,1,1,4,19.3
460,17,M,R,LE3,T,4,2,2,1,no,yes,no,no,no,no,5,5,4,3,3,43,2,20.0
461,15,F,R,GT3,T,0,3,3,0,yes,yes,yes,no,yes,yes,4,4,3,4,4,39,10,20.0
462,16,F,U,GT3,T,3,2,2,2,no,no,no,no,no,no,4,3,5,4,2,10,5,19.11
463,19,M,U,GT3,T,2,2,4,2,yes,yes,yes,no,yes,yes,4,2,3,2,1,2,1,20.0
464,16,M,U,LE3,T,4,2,2,0,no,yes,no,no,yes,no,1,1,3,3,5,16,8,20.0
465,16,F,U,LE3,T,2,3,2,1,yes,no,yes,no,yes,yes,4,2,1,4,2,37,10,20.0
466,16,M,R,LE3,T,4,4,1,0,no,yes,no,yes,yes,no,5,3,5,5,2,16,2,20.0
467,16,F,U,GT3,T,3,4,1,0,no,no,no,no,yes,yes,1,4,2,3,5,23,3,20.0
468,17,M,U,GT3,T,1,1,2,1,no,no,yes,yes,yes,no,4,2,3,4,1,26,3,16.5
469,15,M,U,LE3,T,3,4,3,1,yes,no,no,yes,yes,no,5,2,4,3,3,16,4,20.0
470,18,F,U,GT3,T,4,3,4,1,no,yes,no,no,yes,no,4,3,2,3,6,27,7,20.0
471,16,M,R,GT3,T,4,2,4,0,no,no,no,yes,yes,yes,4,4,3,1,4,47,9,20.0
472,19,F,U,LE3,T,0,0,2,0,yes,no,yes,yes,no,no,5,4,2,5,6,41,3,20.0
473,16,M,U,GT3,T,3,2,3,0,no,no,no,yes,yes,no,3,4,4,4,0,30,1,20.0
474,19,F,U,GT3,T,2,4,2,1,yes,yes,no,yes,yes,yes,2,3,4,5,3,33,10,20.0
475,17,F,U,LE3,T,0,3,1,0,yes,no,no,yes,yes,no,5,3,5,4,5,32,1,20.0
476,19,M,R,LE3,A,2,3,3,1,yes,yes,no,yes,yes,no,5,2,5,5,3,9,6,20.0
477,18,F,R,GT3,T,1,2,3,0,no,yes,no,yes,yes,no,4,3,4,3,4,11,5,20.0
478,15,M,R,GT3,T,3,3,1,0,no,yes,yes,yes,yes,no,4,5,4,3,1,37,10,20.0
479,19,M,R,GT3,T,2,0,2,0,no,no,yes,no,yes,no,5,5,3,5,7,6,7,20.0
480,19,M,U,GT3,A,3,2,2,0,yes,yes,yes,yes,yes,no,4,4,3,4,2,30,7,20.0
481,15,F,U,LE3,T,0,3,3,0,no,yes,yes,yes,yes,no,3,5,4,5,4,40,3,20.0
482,18,F,U,LE3,T,2,1,2,1,yes,no,no,no,no,no,1,4,5,1,4,15,7,17.62
483,16,M,U,GT3,T,1,3,4,2,no,yes,no,no,yes,no,4,1,3,4,1,48,9,20.0
484,19,M,R,LE3,A,1,1,1,0,no,no,yes,no,yes,no,5,5,3,4,3,30,8,19.21
485,15,F,U,LE3,T,0,3,2,0,yes,yes,no,yes,yes,no,5,2,3,2,3,18,3,20.0
486,17,M,R,GT3,T,1,2,2,0,no,yes,no,no,no,yes,5,4,3,4,6,12,10,19.65
487,15,M,U,GT3,T,3,3,2,2,no,no,no,no,yes,no,5,3,1,4,4,4,5,20.0
488,17,F,U,GT3,T,2,1,2,0,no,no,no,no,yes,yes,4,3,3,1,3,16,8,19.42
489,18,M,U,GT3,T,2,0,3,2,no,yes,no,no,yes,yes,4,4,3,3,3,23,2,18.91
490,16,F,R,LE3,T,2,4,3,0,no,no,yes,no,yes,yes,5,3,4,3,3,11,7,20.0
491,15,M,U,GT3,T,4,2,4,0,no,yes,yes,no,yes,no,4,3,3,2,3,24,10,20.0
492,19,F,U,LE3,T,4,3,3,2,no,yes,yes,no,no,yes,4,3,4,4,4,22,10,20.0
493,18,M,U,GT3,T,2,4,3,0,yes,yes,no,yes,yes,no,2,3,5,3,3,39,7,20.0
494,15,M,U,GT3,A,2,1,2,0,no,yes,yes,no,yes,no,5,5,5,3,1,15,8,19.84
495,19,F,U,GT3,T,1,2,3,0,no,yes,no,no,yes,yes,4,4,4,5,4,49,1,20.0
496,15,M,R,GT3,T,4,3,2,0,yes,yes,yes,yes,yes,yes,4,4,1,4,5,15,8,20.0
497,17,F,U,GT3,T,0,4,2,0,yes,yes,no,no,yes,no,4,3,5,4,5,10,1,20.0
498,15,M,U,LE3,T,2,4,2,1,no,yes,yes,yes,no,no,4,5,4,4,3,28,3,20.0
499,15,F,U,GT3,T,2,3,2,1,no,yes,yes,yes,yes,no,3,3,3,5,3,36,9,20.0
500,15,F,U,GT3,T,2,3,2,0,no,yes,yes,no,no,no,5,3,2,1,5,17,4,20.0
501,18,F,R,LE3,T,1,1,4,2,yes,no,no,yes,no,no,3,3,2,4,3,36,10,20.0
502,15,F,U,GT3,T,3,4,2,0,no,no,yes,yes,yes,no,3,5,2,4,2,22,9,20.0
503,19,M,U,GT3,T,1,4,1,0,yes,yes,no,yes,yes,no,4,2,1,3,3,23,1,20.0
